method,expected_value,calculated_value,iterations,time_per_iteration,time_setup,time_calc,time_cleanup,time_total,max_rss_kb,passed_check,comments
Serial 32bit,1000430.1995739531,1000430.1995940438,20236,2.470912006e-04,0.006546,5.000138,0.004366,5.011050,38892,0,operation:add
