method,expected_value,calculated_value,iterations,time_per_iteration,time_setup,time_calc,time_cleanup,time_total,max_rss_kb,passed_check,comments
Serial 32bit,1000430.1995739531,1000430.1995940438,23365,2.140038047e-04,0.004571,5.000199,0.004636,5.009406,39036,0,operation:add
