method,expected_value,calculated_value,iterations,time_per_iteration,time_setup,time_calc,time_cleanup,time_total,max_rss_kb,passed_check,comments
Parallel SYCL 32bit,1000430.1995739531,1000430.1995940438,59393,8.564631696e-05,0.318112,5.086792,0.000455,5.405358,183548,0,operation:add
