exp,OpenMP_GPU_Offload_32_GPU,6.1904649167114915e-09,1.6759679096246985e-13
exp,OpenMP_GPU_Offload_GPU,-3.7569947153315296e-19,5.6097857007519915e-31
exp,Parallel_CUDA_32_GPU,7.962598691655032e-08,2.1390943940018886e-13
exp,Parallel_CUDA_GPU,-2.781064267765032e-17,5.459071754720172e-31
exp,Parallel_HIP_32_GPU_GPU,7.962598691655032e-08,2.1390943940018886e-13
exp,Parallel_HIP_GPU_GPU,-2.781064267765032e-17,5.459071754720172e-31
exp,Parallel_OpenCL_32_CPU_CPU,-2.6536131083281235e-08,1.6778917187553045e-13
exp,Parallel_OpenCL_32_GPU_GPU,7.962598691655032e-08,2.1390943940018886e-13
exp,Parallel_OpenCL_CPU_CPU,-3.031619399962437e-17,5.6619855517109905e-31
exp,Parallel_OpenCL_GPU_GPU,-2.781064267765032e-17,5.459071754720172e-31
exp,Parallel_OpenMP_32_CPU,3.049681791611558e-08,3.4971649240053984e-13
exp,Parallel_OpenMP_CPU,2.63004729106342e-16,8.978954627608537e-31
exp,Parallel_OpenMP_SIMD_32_CPU,3.049681791611558e-08,3.4971649240053984e-13
exp,Parallel_OpenMP_SIMD_CPU,2.63004729106342e-16,8.978954627608537e-31
exp,Parallel_STL_32_CPU,3.048186841610656e-08,3.496007976428631e-13
exp,Parallel_STL_CPU,2.6289370680387945e-16,8.977242906926506e-31
exp,Parallel_SYCL_32_CPU_CPU,2.7126391701504105e-10,1.6341010525369444e-13
exp,Parallel_SYCL_32_GPU_GPU,7.962598691655032e-08,2.1390943940018886e-13
exp,Parallel_SYCL_CPU_CPU,-2.753353101070388e-19,5.320329622204845e-31
exp,Parallel_SYCL_GPU_GPU,-2.781064267765032e-17,5.459071754720172e-31
exp,Parallel_Thread_32_CPU,3.049777191611458e-08,3.497159542104453e-13
exp,Parallel_Thread_CPU,2.630073936416011e-16,8.978932723221008e-31
exp,Serial_Naive_32_CPU,3.049729091611475e-08,3.497188583974832e-13
exp,Serial_Naive_CPU,2.63004729106342e-16,8.978986182044746e-31
exp,Serial_SIMD_32_CPU,3.049729091611475e-08,3.497188583974832e-13
exp,Serial_SIMD_CPU,2.63004729106342e-16,8.978986182044746e-31
exp,Serial_STL_32_CPU,3.049729091611475e-08,3.497188583974832e-13
exp,Serial_STL_Transform_CPU,2.63004729106342e-16,8.978986182044746e-31
