Method,Mean
cuda_32_gpu,67.89255849444737
cuda_gpu,11.282162006057225
openmp_32_cpu,3.1111507148353827
openmp_cpu,3.1530356295977766
serial_32_cpu,1.0584259446303996
serial_cpu,1.0
sycl_32_cpu,3.4841787152015025
sycl_32_gpu,62.88520226214324
sycl_cpu,3.2448839346878726
sycl_gpu,8.736266720659819
