sqrt,Parallel_HIP_32_GPU_GPU,5.96183266909911e-11,9.873497669799034e-15
sqrt,Parallel_HIP_GPU_GPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Parallel_OpenMP_32_CPU,-1.8174737673513074e-08,1.2570095651007538e-14
sqrt,Parallel_OpenMP_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Parallel_OpenMP_SIMD_32_CPU,-1.8174737673513074e-08,1.2570095651007538e-14
sqrt,Parallel_OpenMP_SIMD_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Parallel_Thread_32_CPU,-1.8174737673513074e-08,1.2570095651007538e-14
sqrt,Parallel_Thread_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Serial_Naive_32_CPU,-1.8176644673513652e-08,1.2570271905142215e-14
sqrt,Serial_Naive_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Serial_SIMD_32_CPU,5.96183266909911e-11,9.873497669799034e-15
sqrt,Serial_SIMD_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
sqrt,Serial_STL_32_CPU,-1.8176644673513652e-08,1.2570271905142215e-14
sqrt,Serial_STL_Transform_CPU,-1.8207657603852567e-20,4.9287437381011105e-32
