method,expected_value,calculated_value,iterations,time_per_iteration,time_setup,time_calc,time_cleanup,time_total,passed_check,comments
Serial,1000430.1995739531,1000430.1995739531,4019,1.244174239e-03,0.000000,5.000336,0.000000,5.000336,1,operation:add
