method,expected_value,calculated_value,iterations,time_per_iteration,time_setup,time_calc,time_cleanup,time_total,max_rss_kb,passed_check,comments
Serial,1000430.1995739531,1000430.1995739531,4160,1.201951181e-03,0.000000,5.000117,0.000000,5.000117,1,27284,operation:add
